base_graph_id,n,d,k,greedy,optimum,upper,initial_upper,certified_optimal,initial_certified_optimal,trivial_endpoint,tightening,upper_over_optimum,relative_upper_slack,greedy_ratio,certified_ratio,relative_gap_bound
r2-exploration-n12-d2-r0032,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0032,12,2,5,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d2-r0032,12,2,6,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0032,12,2,9,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0032,12,2,12,9,9,9,9,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0033,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0033,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0033,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0033,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0033,12,2,6,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0033,12,2,9,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0033,12,2,12,10,10,10,10,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0034,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0034,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0034,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0034,12,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0034,12,2,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0034,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0034,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0035,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0035,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0035,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0035,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0035,12,2,6,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d2-r0035,12,2,9,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0035,12,2,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0036,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0036,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0036,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0036,12,2,5,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d2-r0036,12,2,6,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0036,12,2,9,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0036,12,2,12,9,9,9,9,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0037,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0037,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0037,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0037,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0037,12,2,6,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d2-r0037,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0037,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0038,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0038,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0038,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0038,12,2,5,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0038,12,2,6,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0038,12,2,9,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0038,12,2,12,9,9,9,9,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0039,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0039,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0039,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0039,12,2,5,8,10,10,10,0,0,0,0,1.0,0.0,0.8,0.8,0.19999999999999996
r2-exploration-n12-d2-r0039,12,2,6,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0039,12,2,9,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0039,12,2,12,10,10,10,10,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0040,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0040,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0040,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0040,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0040,12,2,6,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d2-r0040,12,2,9,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0040,12,2,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0041,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0041,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0041,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0041,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0041,12,2,6,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0041,12,2,9,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0041,12,2,12,10,10,10,10,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0042,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0042,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0042,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0042,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0042,12,2,6,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d2-r0042,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0042,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0043,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0043,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0043,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0043,12,2,5,9,9,10,10,0,0,0,0,1.1111111111111112,0.1111111111111111,1.0,0.9,0.09999999999999998
r2-exploration-n12-d2-r0043,12,2,6,10,10,11,11,0,0,0,0,1.1,0.1,1.0,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d2-r0043,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0043,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0044,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0044,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0044,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0044,12,2,5,8,10,10,10,0,0,0,0,1.0,0.0,0.8,0.8,0.19999999999999996
r2-exploration-n12-d2-r0044,12,2,6,9,11,11,11,0,0,0,0,1.0,0.0,0.8181818181818182,0.8181818181818182,0.18181818181818177
r2-exploration-n12-d2-r0044,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0044,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0045,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0045,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0045,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0045,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0045,12,2,6,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d2-r0045,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0045,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0046,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0046,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0046,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0046,12,2,5,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d2-r0046,12,2,6,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0046,12,2,9,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0046,12,2,12,9,9,9,9,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0047,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0047,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0047,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0047,12,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0047,12,2,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0047,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0047,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0048,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0048,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0048,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0048,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0048,12,2,6,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d2-r0048,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0048,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0049,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0049,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0049,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0049,12,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0049,12,2,6,11,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,1.0,0.9166666666666666,0.08333333333333337
r2-exploration-n12-d2-r0049,12,2,9,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0049,12,2,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0050,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0050,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0050,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0050,12,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0050,12,2,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0050,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0050,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0051,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0051,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0051,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0051,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0051,12,2,6,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d2-r0051,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0051,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0052,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0052,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0052,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0052,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0052,12,2,6,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d2-r0052,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0052,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0053,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0053,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0053,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0053,12,2,5,8,9,10,10,0,0,0,0,1.1111111111111112,0.1111111111111111,0.8888888888888888,0.8,0.19999999999999996
r2-exploration-n12-d2-r0053,12,2,6,9,10,11,11,0,0,0,0,1.1,0.1,0.9,0.8181818181818182,0.18181818181818177
r2-exploration-n12-d2-r0053,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0053,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0054,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0054,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0054,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0054,12,2,5,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0054,12,2,6,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0054,12,2,9,8,8,8,8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0054,12,2,12,8,8,8,8,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0055,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0055,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0055,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0055,12,2,5,8,9,10,10,0,0,0,0,1.1111111111111112,0.1111111111111111,0.8888888888888888,0.8,0.19999999999999996
r2-exploration-n12-d2-r0055,12,2,6,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0055,12,2,9,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0055,12,2,12,10,10,10,10,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0056,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0056,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0056,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0056,12,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0056,12,2,6,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0056,12,2,9,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0056,12,2,12,10,10,10,10,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0057,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0057,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0057,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0057,12,2,5,9,9,10,10,0,0,0,0,1.1111111111111112,0.1111111111111111,1.0,0.9,0.09999999999999998
r2-exploration-n12-d2-r0057,12,2,6,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0057,12,2,9,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0057,12,2,12,10,10,10,10,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0058,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0058,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0058,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0058,12,2,5,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0058,12,2,6,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0058,12,2,9,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0058,12,2,12,9,9,9,9,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0059,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0059,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0059,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0059,12,2,5,8,9,10,10,0,0,0,0,1.1111111111111112,0.1111111111111111,0.8888888888888888,0.8,0.19999999999999996
r2-exploration-n12-d2-r0059,12,2,6,9,10,11,11,0,0,0,0,1.1,0.1,0.9,0.8181818181818182,0.18181818181818177
r2-exploration-n12-d2-r0059,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0059,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0060,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0060,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0060,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0060,12,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0060,12,2,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0060,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0060,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0061,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0061,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0061,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0061,12,2,5,9,9,10,10,0,0,0,0,1.1111111111111112,0.1111111111111111,1.0,0.9,0.09999999999999998
r2-exploration-n12-d2-r0061,12,2,6,10,10,11,11,0,0,0,0,1.1,0.1,1.0,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d2-r0061,12,2,9,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0061,12,2,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0062,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0062,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0062,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0062,12,2,5,8,10,10,10,0,0,0,0,1.0,0.0,0.8,0.8,0.19999999999999996
r2-exploration-n12-d2-r0062,12,2,6,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0062,12,2,9,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0062,12,2,12,10,10,10,10,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0063,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0063,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0063,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0063,12,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0063,12,2,6,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n12-d2-r0063,12,2,9,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0063,12,2,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0064,12,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0064,12,2,2,4,4,4,4,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0064,12,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d2-r0064,12,2,5,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d2-r0064,12,2,6,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
